cod;municipio;UF;votos;numeroafiliados;txalfabetizacao;energiaeletrica;perccatolicos;rendapercapita2010;percate40anos;qtnovodepfed;percvotonovo;SOBRE60;E_ANOSESTUDO;T_ANALF18M;GINI;RDPC;P_FORMAL;P_SUPER;TRABCC;TRABPUB;TRABSC;PEA18M;PESO18;pesoRUR;pesotot;pesourb;IDHM
5100250;ALTA FLORESTA;MT;328;0;91,9;99,64;0,740367516;745,72;0,370148889;13;0,00969611;81,82;9,81;9,54;0,48;660,84;56,06;9,5;41,34;8,06;18,34;24365;33828;6446;49164;42718;0,714
1100015;ALTA FLORESTA D'OESTE;RO;185;2;89,3;94,75;0,650063562;548,02;0,367538537;3;0,011281176;83,18;8,67;13;0,58;476,99;41,68;7,72;25,17;5,31;23,17;9928;16399;10422;24392;13970;0,641
3500907;ALTAIR;SP;73;0;90,5;99,75;0,794684129;688,67;0,395543906;47;0,026555111;80,26;7,62;10,8;0,42;616,38;76,97;6,91;73,8;0,92;15,84;1796;2749;793;3815;3022;0,687
1500602;ALTAMIRA;PA;316;1;88,5;93,68;0,675574741;602,48;0,386696947;0;0,005077692;87,72;8,65;13,41;0,56;492,05;36,26;7,04;24,29;8,48;33,46;42494;62233;14983;99075;84092;0,665
2100402;ALTAMIRA DO MARANHÃO;MA;12;0;69,8;96,17;0,81438688;188,04;0,350899394;0;0,0017991;78,63;8,75;35,86;0,52;164,24;30,62;7,43;12,16;17,37;20,37;2531;6670;7909;11063;3154;0,549
4100459;ALTAMIRA DO PARANÁ;PR;12;0;84,4;96,88;0,85521196;550,26;0,312819322;16;0,004024145;78,56;9,13;19,08;0,58;506,31;40,49;7,79;24,46;5,64;25,02;2014;2982;2171;4306;2135;0,667
2300606;ALTANEIRA;CE;6;0;71,8;98,71;0,956096271;296,83;0,319136523;6;0,001326847;84,24;10,36;34,7;0,55;240,97;25,34;6,7;18,73;3,06;28,72;1950;4522;1899;6856;4957;0,602
3102001;ALTEROSA;MG;292;1;90,5;99,8;0,911066356;555,4;0,335423197;37;0,029530744;83,72;9,9;11;0,44;475,99;46,79;5,94;31,08;6,04;26,71;6610;9888;3715;13717;10002;0,668
2600807;ALTINHO;PE;73;1;68,5;99,3;0,897457683;318,34;0,330962287;10;0,004694232;86,03;9,98;36,89;0,51;259,21;16,3;3,69;13,68;1,77;29,14;8515;15551;9577;22353;12776;0,598
3501004;ALTINÓPOLIS;SP;200;0;94,3;99,96;0,812615466;832,4;0,345550074;47;0,017340038;84,13;10,6;6,43;0,45;731,49;65,1;11,33;55,75;3,07;24,64;7899;11534;1971;15607;13636;0,73
4300554;ALTO ALEGRE;RS;14;0;93,1;99,52;0,996394231;902,96;0,273809524;18;0,010894942;85,78;10,36;7,86;0,48;880,85;36,39;11,52;8,3;12,91;23,07;1107;1285;1105;1848;743;0,747
1400050;ALTO ALEGRE;RR;27;0;59,7;58,35;0,832192432;262,3;0,300766051;0;0,003214668;88,07;5,66;40,86;0,73;201,32;21,97;4,12;11,2;9,55;26,52;5020;8399;11668;16448;4780;0,542
3501103;ALTO ALEGRE;SP;42;0;91,8;100;0,818596171;616,61;0,325207216;47;0,013211702;81,79;10,8;9;0,35;560,3;63,48;7,38;54,93;1,27;14,96;2089;3179;868;4102;3234;0,7
2100436;ALTO ALEGRE DO MARANHÃO;MA;16;0;73,6;98,31;0,718710593;202,98;0,363632668;0;0,001064325;81,13;8,64;31,68;0,51;198,43;17,02;3,56;8,64;4,21;35,95;7121;15033;5225;24599;19374;0,554
2100477;ALTO ALEGRE DO PINDARÉ;MA;14;0;71,9;94;0,869775475;183,67;0,332163441;0;0,000789444;84,13;9,8;35,6;0,57;144,91;13,35;2,69;4,46;8,08;24,51;7536;17734;21228;31057;9829;0,558
1100379;ALTO ALEGRE DOS PARECIS;RO;47;0;87,9;90,02;0,575757576;404,01;0,361813358;3;0,005765456;84,65;9,46;14,86;0,54;341,22;24,57;4,3;16,84;3,25;19,34;5372;8152;9159;12816;3657;0,592
5100300;ALTO ARAGUAIA;MT;205;0;92,1;96,65;0,785984156;753,67;0,375479417;13;0,018520192;80,55;9,1;9,19;0,47;671,99;58,66;11,85;40,36;11,08;18,38;8010;11069;1823;15644;13821;0,704
4200754;ALTO BELA VISTA;SC;35;0;96,2;99,41;0,55596556;808,15;0,26084788;16;0,022845953;87,5;10,72;4,24;0,46;770,49;48,95;8,75;27,45;1,7;6,73;1191;1532;1400;2005;605;0,755
5100359;ALTO BOA VISTA;MT;6;0;89,8;85,34;0,748149975;455,35;0,358109396;13;0,001846722;80,66;8,17;12,56;0,57;362,66;41,58;8,43;16,65;16,89;23,21;1912;3249;2069;5247;3178;0,651
3102050;ALTO CAPARAÓ;MG;72;0;89,8;99,94;0,376261854;571,71;0,367944119;37;0,02021904;83,3;9,38;11,99;0,45;505,1;31,01;4,43;12,58;9,29;41,52;2854;3561;1333;5297;3964;0,661
2400703;ALTO DO RODRIGUES;RN;35;0;81,8;99,24;0,892573143;519,06;0,395692808;5;0,004093567;86,74;9,86;20,47;0,47;447,67;57,72;4,12;49,04;5,48;23,6;5225;8550;3432;12305;8873;0,672
4300570;ALTO FELIZ;RS;68;1;97,5;100;0,81671159;833,99;0,318820706;18;0,029475509;87,98;9,73;2,69;0,29;802,2;56,5;3,81;40,68;7,98;8,2;2039;2307;2101;2917;816;0,734
5100409;ALTO GARÇAS;MT;37;0;91,4;98,13;0,693636817;721,88;0,38115942;13;0,005027857;83,39;8,92;9,91;0,46;651,91;57,36;9,4;46,78;8,03;19,52;5270;7359;895;10350;9455;0,701
5200555;ALTO HORIZONTE;GO;76;1;88,6;99,38;0,787047201;738,02;0,400665927;6;0,024405909;84,03;10,42;13,29;0,49;661,19;51,57;7,11;38,23;7,59;38,19;2104;3114;642;4505;3863;0,719
3153509;ALTO JEQUITIBÁ;MG;98;0;90,4;99,93;0,552982339;559,7;0,336980043;37;0,01641541;78,26;9,58;11,22;0,51;486,73;37,3;6;13,37;7,02;43,16;4137;5970;4018;8318;4300;0,66
2200301;ALTO LONGÁ;PI;45;0;70,2;83,88;0,895133399;320,37;0,338780595;0;0,004773017;81,91;8,22;35,42;0,58;272,28;14,7;2,38;10,74;2,29;32,01;5277;9428;6932;13646;6714;0,585
5100508;ALTO PARAGUAI;MT;25;0;86,7;84,21;0,783393502;403,36;0,342539241;13;0,003613239;78,85;8,96;15,71;0,47;360,06;60,93;10,86;42,17;15,43;16,91;3380;6919;3683;10066;6383;0,638
4128625;ALTO PARAÍSO;PR;39;0;86,8;99,35;0,79746349;589,01;0,332189644;16;0,017188189;83,06;8,91;15,65;0,52;540,24;55,51;8,91;27,22;22,93;25,14;1128;2269;1434;3206;1772;0,678
1100403;ALTO PARAÍSO;RO;58;0;89,6;96,06;0,59558996;600,18;0,357922381;3;0,005290523;87,16;7,61;12,83;0,54;498,49;27,95;3,34;19,62;1,16;19,22;8045;10963;8933;17135;8202;0,625
5200605;ALTO PARAÍSO DE GOIÁS;GO;34;0;89,9;94,12;0,695795339;1246,89;0,374001452;6;0,007584207;82,1;9,56;12,09;0,65;719,11;41,08;12,21;24,43;10,54;22,72;3523;4483;1666;6885;5219;0,713
4100608;ALTO PARANÁ;PR;112;0;90,4;99,95;0,883596145;641,65;0,342164971;16;0,011346368;84,79;10,5;11,12;0,43;548,25;56,6;8,98;47,52;4,8;23,02;6216;9871;2442;13663;11221;0,696
2100501;ALTO PARNAÍBA;MA;12;0;80,7;72,19;0,93478975;810,65;0,321196359;0;0,001897533;85,13;9,58;23,34;0,78;559,61;28,66;6,59;14,88;10,09;38,64;3772;6324;3738;10766;7028;0,633
4100707;ALTO PIQUIRI;PR;52;0;87,4;99,82;0,86259542;623,25;0,338245407;16;0,007063298;80,24;9,89;14,86;0,44;515,07;60,49;7,16;51,16;5,65;23,45;4538;7362;1803;10179;8376;0,676
3102100;ALTO RIO DOCE;MG;82;0;86,7;98,11;0,957476967;387,94;0,315733202;37;0,009286523;82,06;9,05;15,78;0,46;323,95;29,64;5,96;16,23;5,61;31,6;4871;8830;7089;12159;5070;0,62
3200359;ALTO RIO NOVO;ES;75;0;84,8;99,61;0,471868583;461,43;0,348913489;6;0,014708766;80,55;10,1;18,22;0,52;413,59;39,2;7,32;28,49;1,04;38,92;3125;5099;3061;7317;4256;0,664
2300705;ALTO SANTO;CE;15;0;72,4;98,69;0,950901607;315,05;0,347698515;6;0,001348921;84,3;9,12;32,46;0,48;265,07;25,29;3,4;18,75;3,07;44,27;6267;11120;8318;16359;8041;0,601
5100607;ALTO TAQUARI;MT;69;0;94;99,83;0,711267606;894,72;0,426164519;13;0,012818131;83,2;9,03;7,06;0,46;781,26;72,4;9,23;56,66;8,81;18,02;4136;5383;749;8072;7323;0,705
4100509;ALTÔNIA;PR;468;1;90,7;99,83;0,800558854;652,64;0,326964321;16;0,031015972;84,95;11,44;10,83;0,38;585,49;55,93;6,84;40,87;3,5;23,7;10961;15089;5422;20516;15094;0,721
2200400;ALTOS;PI;115;1;76;97,94;0,941531556;369,97;0,363273402;0;0,004383457;83,55;9,35;27,91;0,55;314,48;31,15;5,62;20,07;7,45;23,64;15600;26235;11434;38822;27388;0,614
3501152;ALUMÍNIO;SP;432;0;95,8;99,82;0,721109973;846;0,384345864;47;0,036960986;83,99;10,54;4,91;0,42;747,27;76,29;8,19;69,95;1,65;11,07;7782;11688;2716;16839;14123;0,766
1300029;ALVARÃES;AM;24;0;80,7;93,15;0,814419657;228,59;0,318072118;0;0,003544005;84,77;5,96;22,53;0,58;178,67;12,44;3,25;6,44;3,61;22,48;3413;6772;6201;14088;7887;0,527
3102209;ALVARENGA;MG;17;0;83,7;97,65;0,77013377;392,98;0,323132313;37;0,005376344;79,26;7,86;19,29;0,52;312,46;24,65;6,55;8,1;11,79;27,93;1489;3162;2325;4444;2119;0,592
3501202;ÁLVARES FLORENCE;SP;50;0;91,4;100;0,893301719;681,48;0,285860919;47;0,018044027;80,81;10,13;10,03;0,41;627,14;57,83;10,18;47,8;1,19;20,2;1830;2771;1249;3897;2648;0,728
3501301;ÁLVARES MACHADO;SP;280;2;93,6;99,84;0,804818243;752,85;0,341725854;47;0,01636183;83,34;10,58;7,47;0,46;672,03;64,31;11,49;52,77;3,2;17,68;11689;17113;2330;23513;21183;0,758
3501400;ÁLVARO DE CARVALHO;SP;15;0;91,7;99,8;0,705337168;617,35;0,499784946;47;0,004101723;80,73;11,27;9,24;0,38;512,99;74,89;6,08;59,05;13,72;16,13;1522;3657;1698;4650;2952;0,688
3501509;ALVINLÂNDIA;SP;24;0;90,4;99,89;0,714847591;729,91;0,345333333;47;0,011352886;79,43;11,33;11,21;0,53;710,49;73,99;6,8;66,77;0,66;13,67;1379;2114;307;3000;2693;0,722
3102308;ALVINÓPOLIS;MG;388;1;89,7;99,07;0,937025458;548,25;0,325208047;37;0,035084547;81,53;9,3;11,97;0,46;460,96;54,83;4,87;39,32;8,73;23,85;6718;11059;3828;15261;11433;0,676
1700707;ALVORADA;TO;38;0;90,7;99,27;0,757050629;616,18;0,362073083;0;0,006661992;90,45;9,85;10,9;0,47;539,26;51,84;9,75;36,36;11,89;25,54;3932;5704;609;8374;7765;0,708
4300604;ALVORADA;RS;1824;4;96,3;99,73;0,714842004;704,19;0,35414697;18;0,013734009;87,02;9,03;4,15;0,43;600,48;70,06;3,54;61,15;2,3;16,5;94598;132809;0;195673;195673;0,699
3102407;ALVORADA DE MINAS;MG;32;0;81,9;86,13;0,936217663;306,48;0,312464749;37;0,01480111;78,94;7,58;22,29;0,58;277,99;18,91;3,63;9;7,83;32,38;1186;2162;2096;3546;1450;0,572
2200459;ALVORADA DO GURGUÉIA;PI;4;0;76,7;91,88;0,892607004;253,41;0,332277228;0;0,001321877;81,76;9,14;28,42;0,6;203,23;18,36;8,97;11,2;6,21;32,58;1479;3026;3201;5050;1849;0,578
5200803;ALVORADA DO NORTE;GO;78;0;84,3;95,44;0,791080278;525,39;0,360959921;6;0,014625914;82,09;9,25;18,81;0,48;429,63;38,21;5,4;27,78;6,61;35,78;3838;5333;1211;8084;6873;0,66
4100806;ALVORADA DO SUL;PR;104;0;90,6;89,79;0,898607159;651,76;0,330740056;16;0,013829787;83,05;11,83;10,92;0,48;605,41;58;10,66;47,79;3,27;22,59;4648;7520;2945;10283;7338;0,708
1100346;ALVORADA D'OESTE;RO;72;0;88,3;98,22;0,578379212;524,25;0,354120928;3;0,006435467;83,18;9,78;14,11;0,53;469,26;43,26;7,39;24,24;11,05;22,46;7007;11188;8029;16853;8824;0,643
1400027;AMAJARI;RR;27;0;62,8;52,51;0,61754856;170,54;0,296236732;0;0,005774166;88,25;4,72;39,65;0,75;121,32;19,21;2,94;13,76;5,08;46,86;1756;4676;8108;9327;1219;0,484
5000609;AMAMBAI;MS;127;1;90;93,15;0,655237802;659,82;0,357011229;5;0,005702483;81,76;8,87;12,03;0,56;561,14;51,37;11,09;33,22;11,15;27,54;14805;22271;12355;34730;22375;0,673
1600105;AMAPÁ;AP;28;0;89,9;94,84;0,857638029;512,02;0,358160863;0;0,006176925;85,98;8,68;12,11;0,66;406,9;35,8;5,24;16,41;7,92;30,52;3029;4533;1110;8069;6959;0,642
2100550;AMAPÁ DO MARANHÃO;MA;1;0;69,5;98,47;0,827721478;228,03;0,344736433;0;0,000278319;75,3;8,36;36,13;0,57;182,63;17,21;5,79;5,58;6,57;33,96;2142;3593;1590;6431;4841;0,52
4100905;AMAPORÃ;PR;24;0;88,3;97,44;0,82629256;499,49;0,350909425;16;0,006956522;79,33;11,32;14,12;0,39;441,01;54,33;5,54;52,13;0,08;32,99;2505;3450;1113;5443;4330;0,669
2600906;AMARAJI;PE;50;3;71,7;98,9;0,69091836;337,66;0,372396189;10;0,00351395;81,67;8,9;33,46;0,5;286,59;39,54;4,59;29,96;7,29;29,59;8048;14229;5894;21939;16045;0,58
4300638;AMARAL FERRADOR;RS;15;0;88,8;98,14;0,933899906;554,28;0,330709901;18;0,003313453;80,78;9,7;12,92;0,44;499,77;53,38;3,99;3,21;8,49;16,73;3327;4527;4487;6353;1866;0,624
5200829;AMARALINA;GO;16;0;85,6;95,78;0,804389313;285,15;0,3177053;6;0,006576243;81,5;8,54;16,85;0,53;276,05;39,86;5,61;11,51;12,09;16,37;1306;2433;2333;3434;1101;0,609
2200509;AMARANTE;PI;99;0;74;96,07;0,934466879;351,96;0,32885906;0;0,008647043;81,83;9,08;29,96;0,53;284,71;26,59;6,72;17,36;6,06;24,82;6403;11449;8363;17135;8772;0,598
2100600;AMARANTE DO MARANHÃO;MA;53;0;74,2;85,05;0,83285003;279,62;0,332094274;0;0,002498586;78,23;8,21;30,83;0,59;231,79;12,16;3,8;4,56;5,7;40,23;12853;21212;22928;37932;15004;0,555
2901007;AMARGOSA;BA;73;1;81;96,95;0,828130806;434,19;0,356263282;8;0,003102686;87,31;8,69;22,48;0,56;369,84;28,37;4,27;21,52;2,88;30,27;15541;23528;9460;34351;24891;0,625
1300060;AMATURÁ;AM;10;0;79,2;76,88;0,74559194;222,52;0,356501532;0;0,001985309;84,22;7,18;24,66;0,64;178,69;15,61;5,88;3,7;11,55;19,13;2173;5037;4507;9467;4960;0,56
2901106;AMÉLIA RODRIGUES;BA;32;1;87,7;99,02;0,793109679;388,63;0,374354903;8;0,001865889;87,6;9,84;14,13;0,49;354,66;46,35;4,04;36,93;4,99;28,17;11044;17150;5233;25190;19957;0,666
2901155;AMÉRICA DOURADA;BA;7;0;75;95,91;0,823792043;219,9;0,332936533;8;0,000706001;81,94;8,41;30,11;0,5;186,1;17,73;3,36;14,98;0,46;50,02;5721;9915;5129;15961;10832;0,561
3501608;AMERICANA;SP;7802;42;97,4;99,96;0,722552301;1290,14;0,369339815;47;0,048027972;86,73;10,6;2,85;0,47;1161,68;75,14;18,01;61,51;2,04;11,1;115163;162447;984;210638;209654;0,811
5200852;AMERICANO DO BRASIL;GO;43;0;85,9;99,84;0,867667501;554,42;0,363834423;6;0,010801306;81,52;9,79;16,63;0,4;512,95;52,89;3,84;41,52;7,76;24,36;2550;3981;790;5508;4718;0,7
3501707;AMÉRICO BRASILIENSE;SP;575;4;93,7;99,9;0,78103068;720,36;0,405446952;47;0,023527968;84,92;11,2;7,38;0,39;659,67;82,22;5,11;76,69;1,11;8,3;17755;24439;261;34478;34217;0,751
3501806;AMÉRICO DE CAMPOS;SP;77;1;92,9;99,9;0,864568765;749,53;0,312302839;47;0,018298479;81,86;11,61;8,34;0,43;686,56;59,54;10,59;44,36;4,17;22,86;2786;4208;918;5706;4788;0,745
4300646;AMETISTA DO SUL;RS;44;0;89,6;99,37;0,893918245;655,15;0,330875324;18;0,008641005;81,41;10,17;12,25;0,58;611,2;40,22;5,62;17,3;6,63;23,15;3958;5092;3512;7323;3811;0,682
2300754;AMONTADA;CE;29;0;77;94,96;0,837617192;227,76;0,338830546;6;0,001222185;82,96;10,25;28,45;0,56;182,47;18,66;5,98;8,63;5,72;30,5;13111;23728;23285;39232;15947;0,606
5200902;AMORINÓPOLIS;GO;19;0;83,5;98,6;0,612568837;544,38;0,290662233;6;0,007060572;81,55;9,4;19,36;0,41;523,25;33,93;6,42;19,44;10,53;27,89;1722;2691;1438;3609;2171;0,681
2500734;AMPARO;PB;10;1;80,2;98,9;0,97640358;285,4;0,356800766;2;0,007077141;82,08;9,7;23,43;0,5;225,5;15,44;3,69;2,87;9,23;27,67;972;1413;1026;2088;1062;0,606
3501905;AMPARO;SP;1669;4;95,6;99,96;0,840805504;1198,87;0,365750657;47;0,033052123;86,62;9,68;4,92;0,5;1027,6;78,72;15,17;66;2,47;9,61;36340;50496;14018;65829;51811;0,785
2800100;AMPARO DE SÃO FRANCISCO;SE;4;0;78,7;98,83;0,794366197;351,38;0,357362637;2;0,00270453;79,52;9,64;25,83;0,51;275,32;28,91;4,69;11,45;10,25;25,53;955;1479;435;2275;1840;0,611
3102506;AMPARO DO SERRA;MG;25;0;84,9;98,64;0,912885662;424,46;0,304769444;37;0,006979341;80,46;8,96;18,03;0,46;368,72;38,49;6,96;17,62;15,56;31,81;2057;3582;2411;5053;2642;0,641
4101002;AMPÉRE;PR;280;2;93,2;99,76;0,935454041;661,49;0,346833834;16;0,023541281;82,91;11,14;8,01;0,48;618,76;64,28;9,62;51,33;3,55;14,96;7804;11894;4051;17308;13257;0,709
2700201;ANADIA;AL;20;0;67,1;98,97;0,898597439;292,55;0,346476125;3;0,001799208;82,35;8,64;39,1;0,53;239,53;44,07;5,36;40,83;0,32;27,64;4922;11116;8475;17424;8949;0,568
2901205;ANAGÉ;BA;33;0;69;93,08;0,878771552;300,63;0,322581909;8;0,001886145;83,96;7,26;36,62;0,48;243,52;21,3;1,93;19,39;0,74;36,2;8457;17496;20592;25516;4924;0,54
4101051;ANAHY;PR;33;0;89,3;99,68;0,875816993;581,45;0,313500348;16;0,015949734;84,65;11,26;12,66;0,42;520,88;56,59;6,62;31,66;11,41;28,12;1321;2069;766;2874;2108;0,695
1500701;ANAJÁS;PA;16;0;68,9;70,25;0,659120034;245,66;0,331838927;0;0,001310509;84,26;6,6;36,1;0,62;186,88;15,03;2,14;4;9,23;23,53;7158;12209;15265;24759;9494;0,484
2100709;ANAJATUBA;MA;7;0;75,4;93,87;0,898346135;238,89;0,362737733;0;0,000430213;82,92;9,18;29,52;0,6;207,65;18,52;3,01;6,22;6,31;17,29;9396;16271;18276;25291;7015;0,581
3502002;ANALÂNDIA;SP;105;1;93,9;99,64;0,748082822;997,82;0,347542511;47;0,033664636;85,78;11,46;6,99;0,53;823,33;69,81;11,66;59,26;4,4;14,84;2290;3119;885;4293;3408;0,754
1300086;ANAMÃ;AM;12;0;85,5;89,33;0,755807522;286,21;0,358037987;0;0,002186589;81,01;8,65;17,42;0,58;226,82;10,53;5,56;2,5;5,94;26,9;3777;5488;6040;10214;4174;0,594
1701002;ANANÁS;TO;13;0;83,2;96,82;0,802966102;461,62;0,350025342;0;0,002130798;87,12;11,24;21,03;0,48;380,36;43,85;11,72;24,19;16,3;30,94;3674;6101;1721;9865;8144;0,671
1500800;ANANINDEUA;PA;2463;9;96,6;99,81;0,680240609;628,17;0,411602187;0;0,007657106;88,83;9,65;3,62;0,52;564,76;51,75;8,4;41,81;6,47;23,15;218223;321662;1161;471980;470819;0,718
5201108;ANÁPOLIS;GO;3208;27;94,7;99,91;0,652946421;862,6;0,378219017;6;0,013436086;82,79;9,82;6,14;0,5;785,17;60,17;13,48;47,91;5,63;18,6;164502;238760;5858;334613;328755;0,737
1500859;ANAPU;PA;9;0;82,1;73,91;0,651425398;389,93;0,359635886;0;0,000772201;85,57;7,63;20,98;0,58;266,28;17,73;2,68;7,64;7,64;28,39;8316;11655;10710;20543;9833;0,548
2100808;ANAPURUS;MA;15;0;72;96,15;0,813391699;229,45;0,361073248;0;0,001805489;83,19;10,1;32,27;0,54;192,8;22,4;3,04;10,37;9,78;30;5139;8308;6775;13939;7164;0,581
5000708;ANASTÁCIO;MS;53;0;89,5;99,08;0,609644605;587,02;0,344535347;5;0,003257729;79,2;10,12;12,4;0,47;495,48;49,47;9,78;34,14;8,59;26,12;11027;16269;4161;23835;19674;0,663
5000807;ANAURILÂNDIA;MS;46;0;89,2;94,46;0,873556899;643,67;0,343812552;5;0,008015334;82,48;9,31;12,81;0,51;538,13;59,26;9,48;35,06;15,98;20,3;3625;5739;4171;8493;4322;0,67
3200409;ANCHIETA;ES;374;4;93,8;99,7;0,743206819;697,34;0,379675341;6;0,021768232;84,08;8,78;7,16;0,46;608,42;60,64;9,97;42,05;10,74;22,33;12159;17181;5741;23902;18161;0,73
4200804;ANCHIETA;SC;73;0;93,4;99,85;0,89426044;740,2;0,302664577;16;0,016047483;80,46;11,77;7,72;0,44;636,15;32,87;6,9;20,97;5,91;21,48;3604;4549;3794;6380;2586;0,699
2901304;ANDARAÍ;BA;11;0;76;89,99;0,794978088;312,39;0,339469914;8;0,001282649;83,25;7,42;29,16;0,59;230,36;22,17;5,61;12,58;6,92;36,85;4922;8576;6187;13960;7773;0,555
4101101;ANDIRÁ;PR;323;3;90,6;99,94;0,812063492;624,59;0,336826783;16;0,0210987;84,06;10,35;10,71;0,42;587,51;66,05;9,79;57,29;2,99;20,1;9910;15309;1259;20610;19351;0,725
2901353;ANDORINHA;BA;11;0;76,5;91,21;0,938976378;360,24;0,365616761;8;0,001115053;79,91;8,89;27,88;0,55;305,81;27,27;1,95;20,21;4,92;31,67;6058;9865;8206;14414;6208;0,588
3102605;ANDRADAS;MG;888;4;92,1;99,84;0,857039827;850,76;0,355191843;37;0,031467045;86,32;9,82;8,96;0,44;754,39;54,97;10,07;44,04;2,97;25,34;20717;28220;9244;37270;28026;0,734
3502101;ANDRADINA;SP;809;6;94,5;99,6;0,674018084;981,1;0,347959663;47;0,019143851;87,68;10,38;6,17;0,51;919,36;69,41;14,62;56,03;3,45;14,81;27401;42259;3685;55334;51649;0,779
4300661;ANDRÉ DA ROCHA;RS;14;0;93,9;99,53;0,951515152;932,38;0,277960526;18;0,015200869;83,72;10,38;6,95;0,5;792,19;52,73;6,32;32,84;11,9;12,76;662;921;720;1216;496;0,72
3102803;ANDRELÂNDIA;MG;195;4;90;98,11;0,950460705;637,08;0,321695556;37;0,0214027;81,1;9,82;11,52;0,51;534,68;48,56;8,7;30,6;8,31;29,5;5486;9111;2363;12173;9810;0,7
3502200;ANGATUBA;SP;500;3;93,9;99,82;0,780993521;700,45;0,346915804;47;0,031525851;82,7;9,55;7,01;0,45;597,99;65,52;9,98;54,46;2,09;18,93;10590;15860;6257;22210;15953;0,719
3102852;ANGELÂNDIA;MG;62;0;77,9;95,22;0,766335719;410,01;0,336748719;37;0,013310434;75,29;8,49;28,17;0,53;322,8;36,76;3,78;24,8;10;33,48;3552;4658;3967;8003;4036;0,597
5000856;ANGÉLICA;MS;77;0;89;99,4;0,775435907;645,72;0,36831791;5;0,01183341;83,55;10,14;12,86;0,42;592,27;61,19;6,78;46,26;9,9;20,89;4470;6507;1494;9185;7691;0,697
2601003;ANGELIM;PE;13;0;69,5;99,13;0,893429225;321,56;0,332875907;10;0,001951366;82,01;8,57;35,92;0,58;253,26;18,38;3,98;9,1;5,74;24,14;3651;6662;4115;10202;6087;0,572
4200903;ANGELINA;SC;148;0;90,3;99,82;0,708372311;672,85;0,313142857;16;0,037851662;80,17;10,95;11,13;0,47;618,55;43,87;5,43;23,01;6,93;8,17;2832;3910;4127;5250;1123;0,687
2901403;ANGICAL;BA;18;0;77,9;93,06;0,910679006;304,83;0,349392454;8;0,001926164;84,61;9,31;26,78;0,54;266,89;21,22;2,43;10,41;8,69;28,01;5341;9345;7542;14073;6531;0,625
2200608;ANGICAL DO PIAUÍ;PI;46;1;77,5;98,94;0,922236504;436,94;0,29706235;0;0,010061242;80,45;9,81;26,79;0,6;356,17;23,12;7,21;11,27;6,95;34,83;2406;4572;1458;6672;5214;0,63
1701051;ANGICO;TO;4;0;84,4;97,62;0,847608454;321,3;0,335433071;0;0,002034588;84,17;10,71;18,62;0,47;288,86;41,86;10,47;14,82;25,84;23,93;1200;1966;1237;3175;1938;0,648
2400802;ANGICOS;RN;69;0;75,5;98,12;0,897764381;385,94;0,357173781;5;0,008470415;82,46;9,39;28,14;0,51;347,65;39,12;5,93;27,86;6,81;31,83;4252;8146;1464;11549;10085;0,624
3300100;ANGRA DOS REIS;RJ;998;14;95,2;99,62;0,565957296;919,03;0,383426444;19;0,008369815;83,19;9;5,43;0,5;798,68;71,38;8,78;61,1;4,45;15,97;80809;119238;6221;169511;163290;0,724
2901502;ANGUERA;BA;8;0;78,6;96,23;0,826079974;294,84;0,375317321;8;0,001120605;83,43;9,25;24,36;0,48;269;31,22;3,3;25,49;2,73;37,03;3825;7139;5916;10242;4326;0,589
4101150;ÂNGULO;PR;30;0;89,7;99,89;0,895247333;662,28;0,341378104;16;0,014360938;83,15;9,54;12,11;0,44;641,37;55,56;7,43;42,21;9,35;20,57;1508;2089;606;2859;2253;0,721
5201207;ANHANGUERA;GO;24;0;96,6;100;0,688721805;764,06;0,323529412;6;0,032;80,43;7,22;4;0,39;721,84;53,12;14,39;15,82;31,74;36,4;548;750;65;1020;955;0,725
3502309;ANHEMBI;SP;76;0;94,1;99,83;0,843613707;661,17;0,336635415;47;0,023831922;85,85;10,19;7,06;0,42;554,16;61,67;8,26;52,31;1,86;19,52;2441;3189;1382;5653;4271;0,721
3502408;ANHUMAS;SP;82;0;92,7;99,91;0,885634029;673,78;0,33788122;47;0,030540037;84,27;10,35;8,45;0,42;561,82;62,05;9,42;49,21;5,59;17,74;1763;2685;679;3738;3059;0,741
5201306;ANICUNS;GO;176;1;90,5;99,62;0,788080927;662,14;0,377340778;6;0,011789135;83,35;10,47;11,02;0,46;604,97;60,43;9,27;48,2;6,75;22,98;9456;14929;2928;20239;17311;0,714
2200707;ANÍSIO DE ABREU;PI;14;0;72,7;93,91;0,82129528;248,53;0,383271049;0;0,002346238;83,65;9,11;31,15;0,52;221,91;19,34;7,91;15,76;1,05;32,3;3361;5967;4595;9098;4503;0,594
4201000;ANITA GARIBALDI;SC;112;0;88;99,41;0,958728849;567,36;0,306969732;16;0,018491002;82,75;9,45;14,3;0,5;506,94;46,03;11,12;27,3;9,58;11,97;4305;6057;4072;8623;4551;0,688
4201109;ANITÁPOLIS;SC;64;0;90,1;99,63;0,886373166;724,63;0,30056005;16;0,027467811;83,68;7,44;11,24;0,44;620,8;31,77;5,78;23,4;2,5;14,56;1826;2330;1899;3214;1315;0,674
1300102;ANORI;AM;88;1;81,1;90,88;0,771754413;287,07;0,358583073;0;0,009846705;82,64;7,27;21,15;0,6;229,94;16,47;4,97;3,36;10,39;16,26;5980;8937;6317;16317;10000;0,561
